holiday_type,time,cardtype0_weight,cardtype1_weight,cardtype2_weight,cardtype3_weight,cardtype4_weight,cardtype5_weight,cardtype6_weight
0,0,0.0,0.0135818121402,0.0514608493174,0.903131583256,0.0043902181627,0.0,0.0274355371233
0,1,0.0,0.0102326623385,0.0569931126141,0.885769568203,0.00124416179494,4.91352201258e-05,0.0457113598292
0,2,0.0,0.0180655970336,0.0945572762429,0.72478691974,0.00560242531599,0.000311791058981,0.156675990608
0,3,0.0,0.0185211375119,0.0827822390116,0.68748781034,0.0075881480065,0.000354223047168,0.203266442083
0,4,0.0,0.0191525889325,0.0619950569213,0.657241164104,0.00556478629682,0.0,0.256046403746
0,5,0.0,0.0179771669471,0.0249151742862,0.580127930684,0.00866464884654,0.000116441697837,0.368198637538
0,6,0.0,0.0117344558926,0.216674977612,0.596657014348,0.00787487957161,0.000332934658785,0.166725737917
0,7,0.0,0.00876198520872,0.0909389560825,0.775993160887,0.00586682347989,0.000306521851746,0.11813255249
0,8,0.0,0.00632813413542,0.0305501231007,0.815164149173,0.00529181773628,0.000396374617688,0.142269401237
0,9,0.0,0.00719310063262,0.0229124235855,0.711488430031,0.00623801277564,0.000289871432255,0.251878161543
0,10,0.0,0.00733667544526,0.0237933258464,0.668632554344,0.00732532778284,0.000238656614015,0.292673459967
0,11,6.47668393782e-06,0.00876970953249,0.031427323009,0.686080721478,0.00752234031619,0.000290050648136,0.265903378332
0,12,0.0,0.0100875308213,0.0614316454399,0.727748982244,0.00668193876159,0.000271904897908,0.193777997835
0,13,0.0,0.0106397609817,0.0478547844948,0.745928857992,0.00679469640033,0.000258937778309,0.188522962353
0,14,0.0,0.00986974403839,0.0409391712914,0.753062318011,0.00871237861462,0.000359147457153,0.187057240587
0,15,0.0,0.00965327074128,0.0479149403766,0.747012601013,0.00797372596371,0.000287908542303,0.187157553363
0,16,0.0,0.0103990604501,0.0908468307273,0.740962537883,0.00785076543208,0.00032907190642,0.149611733601
0,17,0.0,0.00938836347214,0.102553594938,0.809717781027,0.00501766372545,0.000413503034753,0.0729090938033
0,18,0.0,0.00649633310857,0.0772794756116,0.87394084114,0.00342227519928,0.00021757491277,0.0386435000274
0,19,0.0,0.00743023299895,0.0519907821342,0.873218048709,0.004573758035,0.000272125617427,0.0625150525058
0,20,0.0,0.00890538088973,0.0616511696561,0.849777125804,0.00476516155521,0.00038571107224,0.0745154510225
0,21,0.0,0.0107290720633,0.0754104911401,0.859580741548,0.00474437318518,0.000330697312879,0.0492046247502
0,22,0.0,0.0114491328257,0.0553224177891,0.897232678738,0.00422114252244,0.000199648177199,0.0315749799479
0,23,0.0,0.00997107055459,0.0489772086236,0.911854084623,0.0049382966603,0.000208407833648,0.024050931705
1,0,0.0,0.00801191940474,0.0645447380004,0.908539639376,0.00238212739739,0.0,0.0165215758211
1,1,0.0,0.0105426243659,0.0529556860735,0.889387570158,0.00279237072386,0.0,0.0443217486789
1,2,0.0,0.0126016238767,0.0576690009773,0.738455924954,0.0122073039316,0.000620347394541,0.178445798865
1,3,0.0,0.0215145163374,0.090965439433,0.649598695736,0.0112726869404,0.0,0.226648661553
1,4,0.0,0.0164979351262,0.0443209753463,0.748214742301,0.00807153104846,0.0,0.182894816178
1,5,0.0,0.0182226784009,0.0221375532212,0.588483473861,0.00735552310826,5.66764905916e-05,0.363744094918
1,6,0.0,0.0132754700188,0.0459541555359,0.687575612961,0.00791271735729,0.000226991514356,0.245055052612
1,7,0.0,0.00975618181297,0.0560374271331,0.756521334128,0.00592117367506,0.000221864989563,0.171542018261
1,8,0.0,0.00623776087655,0.055872603063,0.753548559398,0.00538996730469,0.000206080157008,0.178745029201
1,9,0.0,0.0060687539186,0.052984048396,0.713927037254,0.00547337188405,0.000191710727469,0.22135507782
1,10,0.0,0.00639807496496,0.0607482487414,0.699929622354,0.00599931718157,0.000300065892265,0.226624670866
1,11,0.0,0.007226560316,0.0693733531466,0.724990556549,0.00601165449182,0.000248273389772,0.192149602107
1,12,0.0,0.00913062692974,0.0854557679485,0.760228899613,0.00595749338197,0.000211314251492,0.139015897875
1,13,0.0,0.00932424538381,0.082443407659,0.763546059603,0.00624220577175,0.000169158936949,0.138274922646
1,14,0.0,0.00839908917901,0.0750953009245,0.776607751395,0.00566975434057,0.000203026326401,0.134025077834
