2014080100,5
2014080101,2
2014080104,1
2014080105,12
2014080106,47
2014080107,72
2014080108,73
2014080109,71
2014080110,65
2014080111,59
2014080112,57
2014080113,57
2014080114,57
2014080115,64
2014080116,69
2014080117,72
2014080118,70
2014080119,65
2014080120,50
2014080121,43
2014080122,26
2014080123,5
2014080200,3
2014080201,2
2014080205,16
2014080206,41
2014080207,50
2014080208,54
2014080209,63
2014080210,63
2014080211,61
2014080212,63
2014080213,64
2014080214,60
2014080215,63
2014080216,63
2014080217,60
2014080218,58
2014080219,56
2014080220,50
2014080221,44
2014080222,24
2014080223,6
2014080300,5
2014080301,2
2014080304,1
2014080305,16
2014080306,38
2014080307,50
2014080308,51
2014080309,57
2014080310,61
2014080311,59
2014080312,59
2014080313,62
2014080314,61
2014080315,62
2014080316,62
2014080317,56
2014080318,53
2014080319,52
2014080320,49
2014080321,42
2014080322,25
2014080323,5
2014080400,4
2014080401,2
2014080405,16
2014080406,49
2014080407,75
2014080408,74
2014080409,72
2014080410,68
2014080411,60
2014080412,55
2014080413,58
2014080414,56
2014080415,67
2014080416,70
2014080417,69
2014080418,69
2014080419,61
2014080420,49
2014080421,41
2014080422,26
2014080423,8
2014080500,4
2014080501,2
2014080504,1
2014080505,13
2014080506,43
2014080507,62
2014080508,69
2014080509,68
2014080510,57
2014080511,56
2014080512,54
2014080513,54
2014080514,53
2014080515,59
2014080516,66
2014080517,65
2014080518,65
2014080519,60
2014080520,48
2014080521,38
2014080522,24
2014080523,5
2014080600,5
2014080601,1
2014080604,1
2014080605,16
2014080606,47
2014080607,63
2014080608,70
2014080609,70
2014080610,66
2014080611,61
2014080612,62
2014080613,63
2014080614,62
2014080615,71
2014080616,73
2014080617,72
2014080618,70
2014080619,63
2014080620,53
2014080621,42
2014080622,26
2014080623,5
2014080700,5
2014080701,1
2014080705,16
2014080706,49
2014080707,65
2014080708,70
2014080709,73
2014080710,68
2014080711,60
2014080712,57
2014080713,55
2014080714,54
2014080715,62
2014080716,70
2014080717,69
2014080718,68
2014080719,63
2014080720,52
2014080721,45
2014080722,25
2014080723,7
2014080800,4
2014080801,2
2014080802,1
2014080803,2
2014080804,2
2014080805,16
2014080806,47
2014080807,65
2014080808,70
2014080809,71
2014080810,68
2014080811,66
2014080812,60
2014080813,60
2014080814,60
2014080815,64
2014080816,70
2014080817,72
2014080818,70
2014080819,64
2014080820,51
2014080821,39
2014080822,30
2014080823,12
2014080900,10
2014080901,7
2014080902,5
2014080903,5
2014080904,6
2014080905,19
2014080906,42
2014080907,54
2014080908,61
2014080909,67
2014080910,66
2014080911,63
2014080912,62
2014080913,57
2014080914,53
2014080915,55
2014080916,53
2014080917,47
2014080918,46
2014080919,42
2014080920,40
2014080921,37
2014080922,21
2014080923,6
2014081000,6
2014081001,2
2014081004,1
2014081005,15
2014081006,39
2014081007,49
2014081008,51
2014081009,58
2014081010,63
2014081011,61
2014081012,61
2014081013,62
2014081014,61
2014081015,65
2014081016,62
2014081017,57
2014081018,56
2014081019,53
2014081020,51
2014081021,45
2014081022,28
2014081023,8
2014081100,6
2014081101,3
2014081305,1
2014081306,1
2014081307,1
2014081308,1
2014081309,1
2014081310,1
2014081311,1
2014081312,1
2014081313,1
2014081314,1
2014081321,1
2014081322,1
2014081405,17
2014081406,49
2014081407,67
2014081408,71
2014081409,70
2014081410,65
2014081411,61
2014081412,57
2014081413,58
2014081414,57
2014081415,65
2014081416,74
2014081417,74
2014081418,75
2014081419,67
2014081420,55
2014081421,42
2014081422,28
2014081423,6
2014081500,5
2014081501,2
2014081521,1
2014081522,1
2014081604,1
2014081605,13
2014081606,40
2014081607,52
2014081608,55
2014081609,61
2014081610,62
2014081611,61
2014081612,63
2014081613,63
2014081614,60
2014081615,59
2014081616,59
2014081617,51
2014081618,49
2014081619,47
2014081620,45
2014081621,43
2014081622,29
2014081623,10
2014081700,6
2014081701,1
2014081705,13
2014081706,37
2014081707,51
2014081708,55
2014081709,62
2014081710,65
2014081711,63
2014081712,60
2014081713,61
2014081714,60
2014081715,59
2014081716,59
2014081717,52
2014081718,50
2014081719,48
2014081720,41
2014081721,41
2014081722,23
2014081723,5
2014081800,4
2014081801,1
2014081807,1
2014081904,1
2014081905,12
2014081906,47
2014081907,66
2014081908,72
2014081909,69
2014081910,66
2014081911,58
2014081912,56
2014081913,58
2014081914,56
2014081915,64
2014081916,72
2014081917,67
2014081918,66
2014081919,66
2014081920,58
2014081921,48
2014081922,33
2014081923,15
2014082000,10
2014082001,8
2014082002,7
2014082003,7
2014082004,8
2014082005,18
2014082006,41
2014082007,62
2014082008,66
2014082009,65
2014082010,56
2014082011,51
2014082012,49
2014082013,46
2014082014,46
2014082015,54
2014082016,62
2014082017,61
2014082018,60
2014082019,52
2014082020,44
2014082021,34
2014082022,22
2014082023,7
2014082100,15
2014082101,12
2014082102,7
2014082103,6
2014082104,6
2014082105,19
2014082106,42
2014082107,64
2014082108,69
2014082109,69
2014082110,64
2014082111,59
2014082112,50
2014082113,53
2014082114,43
2014082115,52
2014082116,57
2014082117,57
2014082118,55
2014082119,50
2014082120,39
2014082121,35
2014082122,24
2014082123,6
2014082205,17
2014082206,44
2014082207,66
2014082208,70
2014082209,71
2014082210,66
2014082211,62
2014082212,54
2014082213,55
2014082214,56
2014082215,67
2014082216,72
2014082217,69
2014082218,67
2014082219,61
2014082220,55
2014082221,45
2014082222,28
2014082223,9
2014082300,7
2014082301,3
2014082304,1
2014082305,14
2014082306,40
2014082307,55
2014082308,59
2014082309,61
2014082310,65
2014082311,64
2014082312,63
2014082313,66
2014082314,64
2014082315,62
2014082316,60
2014082317,54
2014082318,55
2014082319,53
2014082320,50
2014082321,43
2014082322,26
2014082323,6
2014082400,5
2014082401,2
2014082405,19
2014082406,45
2014082407,57
2014082408,57
2014082409,59
2014082410,61
2014082411,60
2014082412,60
2014082413,62
2014082414,59
2014082415,59
2014082416,57
2014082417,52
2014082418,53
2014082419,51
2014082420,48
2014082421,43
2014082422,25
2014082423,8
2014082500,6
2014082501,4
2014082504,7
2014082505,24
2014082506,54
2014082507,71
2014082508,74
2014082509,71
2014082510,69
2014082511,66
2014082512,61
2014082513,58
2014082514,53
2014082515,59
2014082516,66
2014082517,70
2014082518,68
2014082519,65
2014082520,50
2014082521,36
2014082522,22
2014082523,6
2014082600,4
2014082601,1
2014082603,1
2014082604,1
2014082605,15
2014082606,50
2014082607,66
2014082608,71
2014082609,71
2014082610,65
2014082611,57
2014082612,56
2014082613,55
2014082614,52
2014082615,60
