2014/8/1,00,5
2014/8/1,01,2
2014/8/1,04,1
2014/8/1,05,12
2014/8/1,06,47
2014/8/1,07,72
2014/8/1,08,73
2014/8/1,09,71
2014/8/1,10,65
2014/8/1,11,59
2014/8/1,12,57
2014/8/1,13,57
2014/8/1,14,57
2014/8/1,15,64
2014/8/1,16,69
2014/8/1,17,72
2014/8/1,18,70
2014/8/1,19,65
2014/8/1,20,50
2014/8/1,21,43
2014/8/1,22,26
2014/8/1,23,5
2014/8/2,00,3
2014/8/2,01,2
2014/8/2,05,16
2014/8/2,06,41
2014/8/2,07,50
2014/8/2,08,54
2014/8/2,09,63
2014/8/2,10,63
2014/8/2,11,61
2014/8/2,12,63
2014/8/2,13,64
2014/8/2,14,60
2014/8/2,15,63
2014/8/2,16,63
2014/8/2,17,60
2014/8/2,18,58
2014/8/2,19,56
2014/8/2,20,50
2014/8/2,21,44
2014/8/2,22,24
2014/8/2,23,6
2014/8/3,00,5
2014/8/3,01,2
2014/8/3,04,1
2014/8/3,05,16
2014/8/3,06,38
2014/8/3,07,50
2014/8/3,08,51
2014/8/3,09,57
2014/8/3,10,61
2014/8/3,11,59
2014/8/3,12,59
2014/8/3,13,62
2014/8/3,14,61
2014/8/3,15,62
2014/8/3,16,62
2014/8/3,17,56
2014/8/3,18,53
2014/8/3,19,52
2014/8/3,20,49
2014/8/3,21,42
2014/8/3,22,25
2014/8/3,23,5
2014/8/4,00,4
2014/8/4,01,2
2014/8/4,05,16
2014/8/4,06,49
2014/8/4,07,75
2014/8/4,08,74
2014/8/4,09,72
2014/8/4,10,68
2014/8/4,11,60
2014/8/4,12,55
2014/8/4,13,58
2014/8/4,14,56
2014/8/4,15,67
2014/8/4,16,70
2014/8/4,17,69
2014/8/4,18,69
2014/8/4,19,61
2014/8/4,20,49
2014/8/4,21,41
2014/8/4,22,26
2014/8/4,23,8
2014/8/5,00,4
2014/8/5,01,2
2014/8/5,04,1
2014/8/5,05,13
2014/8/5,06,43
2014/8/5,07,62
2014/8/5,08,69
2014/8/5,09,68
2014/8/5,10,57
2014/8/5,11,56
2014/8/5,12,54
2014/8/5,13,54
2014/8/5,14,53
2014/8/5,15,59
2014/8/5,16,66
2014/8/5,17,65
2014/8/5,18,65
2014/8/5,19,60
2014/8/5,20,48
2014/8/5,21,38
2014/8/5,22,24
2014/8/5,23,5
2014/8/6,00,5
2014/8/6,01,1
2014/8/6,04,1
2014/8/6,05,16
2014/8/6,06,47
2014/8/6,07,63
2014/8/6,08,70
2014/8/6,09,70
2014/8/6,10,66
2014/8/6,11,61
2014/8/6,12,62
2014/8/6,13,63
2014/8/6,14,62
2014/8/6,15,71
2014/8/6,16,73
2014/8/6,17,72
2014/8/6,18,70
2014/8/6,19,63
2014/8/6,20,53
2014/8/6,21,42
2014/8/6,22,26
2014/8/6,23,5
2014/8/7,00,5
2014/8/7,01,1
2014/8/7,05,16
2014/8/7,06,49
2014/8/7,07,65
2014/8/7,08,70
2014/8/7,09,73
2014/8/7,10,68
2014/8/7,11,60
2014/8/7,12,57
2014/8/7,13,55
2014/8/7,14,54
2014/8/7,15,62
2014/8/7,16,70
2014/8/7,17,69
2014/8/7,18,68
2014/8/7,19,63
2014/8/7,20,52
2014/8/7,21,45
2014/8/7,22,25
2014/8/7,23,7
2014/8/8,00,4
2014/8/8,01,2
2014/8/8,02,1
2014/8/8,03,2
2014/8/8,04,2
2014/8/8,05,16
2014/8/8,06,47
2014/8/8,07,65
2014/8/8,08,70
2014/8/8,09,71
2014/8/8,10,68
2014/8/8,11,66
2014/8/8,12,60
2014/8/8,13,60
2014/8/8,14,60
2014/8/8,15,64
2014/8/8,16,70
2014/8/8,17,72
2014/8/8,18,70
2014/8/8,19,64
2014/8/8,20,51
2014/8/8,21,39
2014/8/8,22,30
2014/8/8,23,12
2014/8/9,00,10
2014/8/9,01,7
2014/8/9,02,5
2014/8/9,03,5
2014/8/9,04,6
2014/8/9,05,19
2014/8/9,06,42
2014/8/9,07,54
2014/8/9,08,61
2014/8/9,09,67
2014/8/9,10,66
2014/8/9,11,63
2014/8/9,12,62
2014/8/9,13,57
2014/8/9,14,53
2014/8/9,15,55
2014/8/9,16,53
2014/8/9,17,47
2014/8/9,18,46
2014/8/9,19,42
2014/8/9,20,40
2014/8/9,21,37
2014/8/9,22,21
2014/8/9,23,6
2014/8/10,00,6
2014/8/10,01,2
2014/8/10,04,1
2014/8/10,05,15
2014/8/10,06,39
2014/8/10,07,49
2014/8/10,08,51
2014/8/10,09,58
2014/8/10,10,63
2014/8/10,11,61
2014/8/10,12,61
2014/8/10,13,62
2014/8/10,14,61
2014/8/10,15,65
2014/8/10,16,62
2014/8/10,17,57
2014/8/10,18,56
2014/8/10,19,53
2014/8/10,20,51
2014/8/10,21,45
2014/8/10,22,28
2014/8/10,23,8
2014/8/11,00,6
2014/8/11,01,3
2014/8/13,05,1
2014/8/13,06,1
2014/8/13,07,1
2014/8/13,08,1
2014/8/13,09,1
2014/8/13,10,1
2014/8/13,11,1
2014/8/13,12,1
2014/8/13,13,1
2014/8/13,14,1
2014/8/13,21,1
2014/8/13,22,1
2014/8/14,05,17
2014/8/14,06,49
2014/8/14,07,67
2014/8/14,08,71
2014/8/14,09,70
2014/8/14,10,65
2014/8/14,11,61
2014/8/14,12,57
2014/8/14,13,58
2014/8/14,14,57
2014/8/14,15,65
2014/8/14,16,74
2014/8/14,17,74
2014/8/14,18,75
2014/8/14,19,67
2014/8/14,20,55
2014/8/14,21,42
2014/8/14,22,28
2014/8/14,23,6
2014/8/15,00,5
2014/8/15,01,2
2014/8/15,21,1
2014/8/15,22,1
2014/8/16,04,1
2014/8/16,05,13
2014/8/16,06,40
2014/8/16,07,52
2014/8/16,08,55
2014/8/16,09,61
2014/8/16,10,62
2014/8/16,11,61
2014/8/16,12,63
2014/8/16,13,63
2014/8/16,14,60
2014/8/16,15,59
2014/8/16,16,59
2014/8/16,17,51
2014/8/16,18,49
2014/8/16,19,47
2014/8/16,20,45
2014/8/16,21,43
2014/8/16,22,29
2014/8/16,23,10
2014/8/17,00,6
2014/8/17,01,1
2014/8/17,05,13
2014/8/17,06,37
2014/8/17,07,51
2014/8/17,08,55
2014/8/17,09,62
2014/8/17,10,65
2014/8/17,11,63
2014/8/17,12,60
2014/8/17,13,61
2014/8/17,14,60
2014/8/17,15,59
2014/8/17,16,59
2014/8/17,17,52
2014/8/17,18,50
2014/8/17,19,48
2014/8/17,20,41
2014/8/17,21,41
2014/8/17,22,23
2014/8/17,23,5
2014/8/18,00,4
2014/8/18,01,1
2014/8/18,07,1
2014/8/19,04,1
2014/8/19,05,12
2014/8/19,06,47
2014/8/19,07,66
2014/8/19,08,72
2014/8/19,09,69
2014/8/19,10,66
2014/8/19,11,58
2014/8/19,12,56
2014/8/19,13,58
2014/8/19,14,56
2014/8/19,15,64
2014/8/19,16,72
2014/8/19,17,67
2014/8/19,18,66
2014/8/19,19,66
2014/8/19,20,58
2014/8/19,21,48
2014/8/19,22,33
2014/8/19,23,15
2014/8/20,00,10
2014/8/20,01,8
2014/8/20,02,7
2014/8/20,03,7
2014/8/20,04,8
2014/8/20,05,18
2014/8/20,06,41
2014/8/20,07,62
2014/8/20,08,66
2014/8/20,09,65
2014/8/20,10,56
2014/8/20,11,51
2014/8/20,12,49
2014/8/20,13,46
2014/8/20,14,46
2014/8/20,15,54
2014/8/20,16,62
2014/8/20,17,61
2014/8/20,18,60
2014/8/20,19,52
2014/8/20,20,44
2014/8/20,21,34
2014/8/20,22,22
2014/8/20,23,7
2014/8/21,00,15
2014/8/21,01,12
2014/8/21,02,7
2014/8/21,03,6
2014/8/21,04,6
2014/8/21,05,19
2014/8/21,06,42
2014/8/21,07,64
2014/8/21,08,69
2014/8/21,09,69
2014/8/21,10,64
2014/8/21,11,59
2014/8/21,12,50
2014/8/21,13,53
2014/8/21,14,43
2014/8/21,15,52
2014/8/21,16,57
2014/8/21,17,57
2014/8/21,18,55
2014/8/21,19,50
2014/8/21,20,39
2014/8/21,21,35
2014/8/21,22,24
2014/8/21,23,6
2014/8/22,05,17
2014/8/22,06,44
2014/8/22,07,66
2014/8/22,08,70
2014/8/22,09,71
2014/8/22,10,66
2014/8/22,11,62
2014/8/22,12,54
2014/8/22,13,55
2014/8/22,14,56
2014/8/22,15,67
2014/8/22,16,72
2014/8/22,17,69
2014/8/22,18,67
2014/8/22,19,61
2014/8/22,20,55
2014/8/22,21,45
2014/8/22,22,28
2014/8/22,23,9
2014/8/23,00,7
2014/8/23,01,3
2014/8/23,04,1
2014/8/23,05,14
2014/8/23,06,40
2014/8/23,07,55
2014/8/23,08,59
2014/8/23,09,61
2014/8/23,10,65
2014/8/23,11,64
2014/8/23,12,63
2014/8/23,13,66
2014/8/23,14,64
2014/8/23,15,62
2014/8/23,16,60
2014/8/23,17,54
2014/8/23,18,55
2014/8/23,19,53
2014/8/23,20,50
2014/8/23,21,43
2014/8/23,22,26
2014/8/23,23,6
2014/8/24,00,5
2014/8/24,01,2
2014/8/24,05,19
2014/8/24,06,45
2014/8/24,07,57
2014/8/24,08,57
2014/8/24,09,59
2014/8/24,10,61
2014/8/24,11,60
2014/8/24,12,60
2014/8/24,13,62
2014/8/24,14,59
2014/8/24,15,59
2014/8/24,16,57
2014/8/24,17,52
2014/8/24,18,53
2014/8/24,19,51
2014/8/24,20,48
2014/8/24,21,43
2014/8/24,22,25
2014/8/24,23,8
2014/8/25,00,6
2014/8/25,01,4
2014/8/25,04,7
2014/8/25,05,24
2014/8/25,06,54
2014/8/25,07,71
2014/8/25,08,74
2014/8/25,09,71
2014/8/25,10,69
2014/8/25,11,66
2014/8/25,12,61
2014/8/25,13,58
2014/8/25,14,53
2014/8/25,15,59
2014/8/25,16,66
2014/8/25,17,70
2014/8/25,18,68
2014/8/25,19,65
2014/8/25,20,50
2014/8/25,21,36
2014/8/25,22,22
2014/8/25,23,6
2014/8/26,00,4
2014/8/26,01,1
2014/8/26,03,1
2014/8/26,04,1
2014/8/26,05,15
2014/8/26,06,50
2014/8/26,07,66
2014/8/26,08,71
2014/8/26,09,71
2014/8/26,10,65
2014/8/26,11,57
2014/8/26,12,56
2014/8/26,13,55
2014/8/26,14,52
2014/8/26,15,60
2014/8/26,16,64
2014/8/26,17,65
2014/8/26,18,69
2014/8/26,19,59
2014/8/26,20,48
2014/8/26,21,39
2014/8/26,22,28
2014/8/26,23,9
2014/8/27,00,7
2014/8/27,01,3
2014/8/27,05,17
2014/8/27,06,49
2014/8/27,07,65
2014/8/27,08,68
2014/8/27,09,66
2014/8/27,10,59
2014/8/27,11,58
2014/8/27,12,53
2014/8/27,13,52
2014/8/27,14,54
2014/8/27,15,64
2014/8/27,16,70
2014/8/27,17,72
2014/8/27,18,70
2014/8/27,19,64
2014/8/27,20,51
2014/8/27,21,41
2014/8/27,22,28
2014/8/27,23,18
2014/8/28,00,15
2014/8/28,01,10
2014/8/28,02,6
2014/8/28,03,6
2014/8/28,04,7
2014/8/28,05,17
2014/8/28,06,46
2014/8/28,07,67
2014/8/28,08,72
2014/8/28,09,70
2014/8/28,10,63
2014/8/28,11,53
2014/8/28,12,51
2014/8/28,13,48
2014/8/28,14,50
2014/8/28,15,51
2014/8/28,16,56
2014/8/28,17,55
2014/8/28,18,56
2014/8/28,19,49
2014/8/28,20,39
2014/8/28,21,34
2014/8/28,22,22
