date,time,cardtype0_weight,cardtype1_weight,cardtype2_weight,cardtype3_weight,cardtype4_weight,cardtype5_weight,cardtype6_weight
2014/9/3,8,0.0,0.00530973451327,0.0249396621078,0.730168946098,0.0070796460177,0.00048270313757,0.232019308126
2014/9/15,8,0.0,0.00638820638821,0.0247338247338,0.736117936118,0.00655200655201,0.000819000819001,0.225389025389
2014/11/19,8,0.0,0.00768459739392,0.0258937520882,0.716839291681,0.00634814567324,0.000167056465085,0.243067156699
2014/11/18,8,0.0,0.00551654964895,0.0227348712805,0.715814108994,0.00852557673019,0.00016716817118,0.247241725176
2014/11/20,8,0.0,0.0096973750209,0.0277545560943,0.709580337736,0.00551747199465,0.00016719612105,0.247283063033
2014/11/27,8,0.0,0.00637370010064,0.0276752767528,0.715867158672,0.00805098960081,0.000167728950017,0.241865145924
2014/12/23,8,0.0,0.00771812080537,0.0293624161074,0.746812080537,0.00486577181208,0.000335570469799,0.210906040268
2014/8/25,8,0.0,0.00562372188139,0.0412406271302,0.729720518064,0.00766871165644,0.0,0.215746421268
2014/9/1,8,0.0,0.00597881790229,0.0293816194055,0.725657669969,0.00597881790229,0.00051247010591,0.232490604715
2014/9/4,8,0.0,0.00564681724846,0.0251540041068,0.735455167693,0.00650239561944,0.000171115674196,0.227070499658
2014/12/29,8,0.0,0.00669642857143,0.0238667582418,0.742960164835,0.00669642857143,0.000171703296703,0.219608516484
2014/11/3,8,0.0,0.00620796689084,0.029832729781,0.74236937403,0.00844973271254,0.000172443524746,0.212967753061
2014/12/30,8,0.0,0.0064091460246,0.0254633639356,0.738264333968,0.00744846700156,0.000346440325654,0.222068248744
2014/8/5,8,0.0,0.00537075537076,0.044352044352,0.717428967429,0.00727650727651,0.000519750519751,0.225051975052
2014/9/12,8,0.0,0.00537820957668,0.0303608605135,0.728834142956,0.00520471894518,0.000346981263012,0.229875086745
2014/9/5,8,0.0,0.0064347826087,0.0278260869565,0.712869565217,0.00660869565217,0.000347826086957,0.245913043478
2014/10/31,8,0.0,0.00748086290884,0.026791927627,0.71329157968,0.00661099512874,0.0,0.245824634656
2014/11/13,8,0.0,0.00626413781103,0.0255785627284,0.721767878893,0.00783017226379,0.0,0.238559248303
2014/10/15,8,0.0,0.00696500087063,0.0250740031343,0.724534215567,0.0060943757618,0.000174125021766,0.237158279645
2014/12/15,8,0.0,0.00731962356222,0.0299756012548,0.714534681074,0.00435691878703,0.000174276751481,0.243638898571
2014/9/10,8,0.0,0.00490711531721,0.024886084823,0.729758149317,0.00701016473887,0.000525762355415,0.232912723449
2014/11/21,8,0.0,0.00526131182041,0.0278849526482,0.725184145914,0.00508593475973,0.0,0.236583654858
2014/11/26,8,0.0,0.00543955079839,0.0280751008949,0.713984909633,0.00842253026847,0.0,0.244077908405
2014/8/19,8,0.0,0.00439676398171,0.040626099191,0.748505100246,0.00615546957439,0.000351741118537,0.199964825888
2014/9/2,8,0.0,0.00492697518916,0.0260425831427,0.717754707021,0.00633468238606,0.000527890198839,0.244413162062
2014/12/10,8,0.0,0.00668778599085,0.0258711721225,0.719992960225,0.00387187609996,0.0,0.243576205561
2014/11/12,8,0.0,0.00689411348771,0.0296977196394,0.748983560191,0.006717341347,0.000353544281421,0.207353721054
2014/12/12,8,0.0,0.00601450557226,0.0297187334159,0.723155846453,0.00424553334513,0.0,0.236865381214
2014/8/4,8,0.0,0.00619907899398,0.0412681544456,0.749911441729,0.00584484590861,0.000177116542685,0.19659936238
2014/8/27,8,0.0,0.00690754516472,0.0428622033298,0.718561813673,0.00566772936592,0.000177116542685,0.225823591923
2014/12/25,8,0.0,0.00425155004429,0.0251550044287,0.751815766165,0.00478299379982,0.0,0.213994685562
2014/12/24,8,0.0,0.00532575892065,0.024498491035,0.746671400675,0.00639091070478,0.0,0.217113438665
2014/9/23,8,0.0,0.00586458148214,0.0293229074107,0.730051537231,0.00799715656655,0.000533143771104,0.226230673538
2014/12/18,8,0.0,0.00604229607251,0.0282566198685,0.728629820508,0.00906344410876,0.000177714590368,0.227830104852
