20150101,6,438,线路6
20150101,7,1317,线路6
20150101,8,2120,线路6
20150101,9,2095,线路6
20150101,10,1913,线路6
20150101,11,1728,线路6
20150101,12,1634,线路6
20150101,13,1894,线路6
20150101,14,2008,线路6
20150101,15,1964,线路6
20150101,16,1966,线路6
20150101,17,2060,线路6
20150101,18,1823,线路6
20150101,19,1251,线路6
20150101,20,1267,线路6
20150101,21,983,线路6
20150102,6,724,线路6
20150103,6,671,线路6
20150102,7,1502,线路6
20150103,7,1526,线路6
20150102,8,2179,线路6
20150103,8,2280,线路6
20150102,9,2139,线路6
20150103,9,2237,线路6
20150102,10,1922,线路6
20150103,10,2028,线路6
20150102,11,1876,线路6
20150103,11,2009,线路6
20150102,12,1832,线路6
20150103,12,1965,线路6
20150102,13,1971,线路6
20150103,13,2079,线路6
20150102,14,2091,线路6
20150103,14,2194,线路6
20150102,15,2002,线路6
20150103,15,2086,线路6
20150102,16,2039,线路6
20150103,16,2167,线路6
20150102,17,2108,线路6
20150103,17,2272,线路6
20150102,18,2134,线路6
20150103,18,2259,线路6
20150102,19,1572,线路6
20150103,19,1536,线路6
20150102,20,1424,线路6
20150103,20,1411,线路6
20150102,21,1142,线路6
20150103,21,1129,线路6
20150104,6,1033,线路6
20150105,6,1299,线路6
20150106,6,1101,线路6
20150107,6,1123,线路6
20150104,7,3391,线路6
20150105,7,3448,线路6
20150106,7,3330,线路6
20150107,7,3372,线路6
20150104,8,3819,线路6
20150105,8,3864,线路6
20150106,8,3833,线路6
20150107,8,3828,线路6
20150104,9,2465,线路6
20150105,9,2403,线路6
20150106,9,2393,线路6
20150107,9,2457,线路6
20150104,10,1964,线路6
20150105,10,1804,线路6
20150106,10,1781,线路6
20150107,10,1908,线路6
20150104,11,1656,线路6
20150105,11,1532,线路6
20150106,11,1458,线路6
20150107,11,1603,线路6
20150104,12,1507,线路6
20150105,12,1399,线路6
20150106,12,1319,线路6
20150107,12,1473,线路6
20150104,13,1687,线路6
20150105,13,1551,线路6
20150106,13,1504,线路6
20150107,13,1659,线路6
20150104,14,1810,线路6
20150105,14,1695,线路6
20150106,14,1632,线路6
20150107,14,1781,线路6
20150104,15,1945,线路6
20150105,15,1836,线路6
20150106,15,1789,线路6
20150107,15,1934,线路6
20150104,16,2287,线路6
20150105,16,2156,线路6
20150106,16,2163,线路6
20150107,16,2285,线路6
20150104,17,3134,线路6
20150105,17,3002,线路6
20150106,17,3012,线路6
20150107,17,3118,线路6
20150104,18,3089,线路6
20150105,18,2948,线路6
20150106,18,2968,线路6
20150107,18,2991,线路6
20150104,19,1613,线路6
20150105,19,1560,线路6
20150106,19,1553,线路6
20150107,19,1611,线路6
20150104,20,1225,线路6
20150105,20,1213,线路6
20150106,20,1185,线路6
20150107,20,1224,线路6
20150104,21,1019,线路6
20150105,21,994,线路6
20150106,21,1003,线路6
20150107,21,1020,线路6
