20150101,6,758,线路11
20150101,7,2139,线路11
20150101,8,3388,线路11
20150101,9,3677,线路11
20150101,10,3215,线路11
20150101,11,2940,线路11
20150101,12,2762,线路11
20150101,13,2979,线路11
20150101,14,3018,线路11
20150101,15,2897,线路11
20150101,16,2903,线路11
20150101,17,2982,线路11
20150101,18,2720,线路11
20150101,19,2188,线路11
20150101,20,2191,线路11
20150101,21,1715,线路11
20150102,6,664,线路11
20150103,6,892,线路11
20150102,7,2493,线路11
20150103,7,2555,线路11
20150102,8,3235,线路11
20150103,8,3478,线路11
20150102,9,3868,线路11
20150103,9,4000,线路11
20150102,10,3271,线路11
20150103,10,3450,线路11
20150102,11,2681,线路11
20150103,11,2793,线路11
20150102,12,2523,线路11
20150103,12,2611,线路11
20150102,13,2938,线路11
20150103,13,3029,线路11
20150102,14,2789,线路11
20150103,14,2880,线路11
20150102,15,2714,线路11
20150103,15,2806,线路11
20150102,16,2957,线路11
20150103,16,3026,线路11
20150102,17,3272,线路11
20150103,17,3322,线路11
20150102,18,3075,线路11
20150103,18,3112,线路11
20150102,19,2349,线路11
20150103,19,2392,线路11
20150102,20,2096,线路11
20150103,20,2153,线路11
20150102,21,1922,线路11
20150103,21,1978,线路11
20150104,6,2016,线路11
20150105,6,2065,线路11
20150106,6,2108,线路11
20150107,6,1956,线路11
20150104,7,4784,线路11
20150105,7,4870,线路11
20150106,7,4719,线路11
20150107,7,4740,线路11
20150104,8,5353,线路11
20150105,8,5341,线路11
20150106,8,5394,线路11
20150107,8,5358,线路11
20150104,9,3942,线路11
20150105,9,3911,线路11
20150106,9,3830,线路11
20150107,9,3927,线路11
20150104,10,3236,线路11
20150105,10,3026,线路11
20150106,10,2965,线路11
20150107,10,3091,线路11
20150104,11,2338,线路11
20150105,11,2191,线路11
20150106,11,2247,线路11
20150107,11,2273,线路11
20150104,12,2218,线路11
20150105,12,2111,线路11
20150106,12,2145,线路11
20150107,12,2112,线路11
20150104,13,2443,线路11
20150105,13,2326,线路11
20150106,13,2378,线路11
20150107,13,2371,线路11
20150104,14,2531,线路11
20150105,14,2419,线路11
20150106,14,2494,线路11
20150107,14,2497,线路11
20150104,15,2596,线路11
20150105,15,2513,线路11
20150106,15,2506,线路11
20150107,15,2493,线路11
20150104,16,3053,线路11
20150105,16,3016,线路11
20150106,16,3002,线路11
20150107,16,2992,线路11
20150104,17,4058,线路11
20150105,17,3995,线路11
20150106,17,4075,线路11
20150107,17,4053,线路11
20150104,18,4070,线路11
20150105,18,4036,线路11
20150106,18,4052,线路11
20150107,18,4036,线路11
20150104,19,2228,线路11
20150105,19,2116,线路11
20150106,19,2162,线路11
20150107,19,2098,线路11
20150104,20,1989,线路11
20150105,20,1853,线路11
20150106,20,1937,线路11
20150107,20,1848,线路11
20150104,21,1891,线路11
20150105,21,1801,线路11
20150106,21,1866,线路11
20150107,21,1785,线路11
