线路6,20150101,06,331
线路6,20150101,07,1285
线路6,20150101,08,2112
线路6,20150101,09,1996
线路6,20150101,10,1889
线路6,20150101,11,1732
线路6,20150101,12,1725
线路6,20150101,13,1935
线路6,20150101,14,1941
线路6,20150101,15,1948
线路6,20150101,16,1852
线路6,20150101,17,1774
线路6,20150101,18,1637
线路6,20150101,19,1352
线路6,20150101,20,1325
线路6,20150101,21,943
线路6,20150102,06,677
线路6,20150103,06,661
线路6,20150102,07,1481
线路6,20150103,07,1505
线路6,20150102,08,2067
线路6,20150103,08,2163
线路6,20150102,09,2264
线路6,20150103,09,2309
线路6,20150102,10,1957
线路6,20150103,10,1969
线路6,20150102,11,1863
线路6,20150103,11,1921
线路6,20150102,12,1927
线路6,20150103,12,1980
线路6,20150102,13,2098
线路6,20150103,13,2106
线路6,20150102,14,2112
线路6,20150103,14,2121
线路6,20150102,15,2068
线路6,20150103,15,2054
线路6,20150102,16,2106
线路6,20150103,16,2160
线路6,20150102,17,2162
线路6,20150103,17,2265
线路6,20150102,18,2038
线路6,20150103,18,2141
线路6,20150102,19,1583
线路6,20150103,19,1588
线路6,20150102,20,1439
线路6,20150103,20,1429
线路6,20150102,21,1104
线路6,20150103,21,1094
线路6,20150104,06,1331
线路6,20150105,06,1358
线路6,20150106,06,1309
线路6,20150107,06,1273
线路6,20150104,07,3419
线路6,20150105,07,3451
线路6,20150106,07,3386
线路6,20150107,07,3381
线路6,20150104,08,3849
线路6,20150105,08,3892
线路6,20150106,08,3868
线路6,20150107,08,3911
线路6,20150104,09,2453
线路6,20150105,09,2470
线路6,20150106,09,2474
线路6,20150107,09,2500
线路6,20150104,10,1938
线路6,20150105,10,1899
线路6,20150106,10,1900
线路6,20150107,10,1940
线路6,20150104,11,1722
线路6,20150105,11,1641
线路6,20150106,11,1622
线路6,20150107,11,1668
线路6,20150104,12,1636
线路6,20150105,12,1546
线路6,20150106,12,1518
线路6,20150107,12,1598
线路6,20150104,13,1707
线路6,20150105,13,1626
线路6,20150106,13,1616
线路6,20150107,13,1703
线路6,20150104,14,1885
线路6,20150105,14,1783
线路6,20150106,14,1803
线路6,20150107,14,1870
线路6,20150104,15,1888
线路6,20150105,15,1905
线路6,20150106,15,1892
线路6,20150107,15,1949
线路6,20150104,16,2220
线路6,20150105,16,2235
线路6,20150106,16,2227
线路6,20150107,16,2274
线路6,20150104,17,3110
线路6,20150105,17,3125
线路6,20150106,17,3104
线路6,20150107,17,3149
线路6,20150104,18,2869
线路6,20150105,18,2932
线路6,20150106,18,2921
线路6,20150107,18,2961
线路6,20150104,19,1656
线路6,20150105,19,1661
线路6,20150106,19,1682
线路6,20150107,19,1706
线路6,20150104,20,1328
线路6,20150105,20,1277
线路6,20150106,20,1269
线路6,20150107,20,1309
线路6,20150104,21,1112
线路6,20150105,21,1041
线路6,20150106,21,1080
线路6,20150107,21,1078
线路11,20150101,06,758
线路11,20150101,07,2139
线路11,20150101,08,3388
线路11,20150101,09,3677
线路11,20150101,10,3215
线路11,20150101,11,2940
线路11,20150101,12,2762
线路11,20150101,13,2979
线路11,20150101,14,3018
线路11,20150101,15,2897
线路11,20150101,16,2903
线路11,20150101,17,2982
线路11,20150101,18,2720
线路11,20150101,19,2188
线路11,20150101,20,2191
线路11,20150101,21,1715
线路11,20150102,06,664
线路11,20150103,06,892
线路11,20150102,07,2493
线路11,20150103,07,2555
线路11,20150102,08,3235
线路11,20150103,08,3478
线路11,20150102,09,3868
线路11,20150103,09,4000
线路11,20150102,10,3271
线路11,20150103,10,3450
线路11,20150102,11,2681
线路11,20150103,11,2793
线路11,20150102,12,2523
线路11,20150103,12,2611
线路11,20150102,13,2938
线路11,20150103,13,3029
线路11,20150102,14,2789
线路11,20150103,14,2880
线路11,20150102,15,2714
线路11,20150103,15,2806
线路11,20150102,16,2957
线路11,20150103,16,3026
线路11,20150102,17,3272
线路11,20150103,17,3322
线路11,20150102,18,3075
线路11,20150103,18,3112
线路11,20150102,19,2349
线路11,20150103,19,2392
线路11,20150102,20,2096
线路11,20150103,20,2153
线路11,20150102,21,1922
线路11,20150103,21,1978
线路11,20150104,06,2016
线路11,20150105,06,2065
线路11,20150106,06,2108
线路11,20150107,06,1956
线路11,20150104,07,4784
线路11,20150105,07,4870
线路11,20150106,07,4719
线路11,20150107,07,4740
线路11,20150104,08,5353
线路11,20150105,08,5341
线路11,20150106,08,5394
线路11,20150107,08,5358
线路11,20150104,09,3942
线路11,20150105,09,3911
线路11,20150106,09,3830
线路11,20150107,09,3927
线路11,20150104,10,3236
线路11,20150105,10,3026
线路11,20150106,10,2965
线路11,20150107,10,3091
线路11,20150104,11,2338
线路11,20150105,11,2191
线路11,20150106,11,2247
线路11,20150107,11,2273
线路11,20150104,12,2218
线路11,20150105,12,2111
线路11,20150106,12,2145
线路11,20150107,12,2112
线路11,20150104,13,2443
线路11,20150105,13,2326
线路11,20150106,13,2378
线路11,20150107,13,2371
线路11,20150104,14,2531
线路11,20150105,14,2419
线路11,20150106,14,2494
线路11,20150107,14,2497
线路11,20150104,15,2596
线路11,20150105,15,2513
线路11,20150106,15,2506
线路11,20150107,15,2493
线路11,20150104,16,3053
线路11,20150105,16,3016
线路11,20150106,16,3002
线路11,20150107,16,2992
线路11,20150104,17,4058
线路11,20150105,17,3995
线路11,20150106,17,4075
线路11,20150107,17,4053
线路11,20150104,18,4070
线路11,20150105,18,4036
线路11,20150106,18,4052
线路11,20150107,18,4036
线路11,20150104,19,2228
线路11,20150105,19,2116
线路11,20150106,19,2162
线路11,20150107,19,2098
线路11,20150104,20,1989
线路11,20150105,20,1853
线路11,20150106,20,1937
线路11,20150107,20,1848
线路11,20150104,21,1891
线路11,20150105,21,1801
线路11,20150106,21,1866
线路11,20150107,21,1785
