20150101,6,763,线路11
20150101,7,1868,线路11
20150101,8,3088,线路11
20150101,9,3792,线路11
20150101,10,3270,线路11
20150101,11,2940,线路11
20150101,12,2726,线路11
20150101,13,3083,线路11
20150101,14,3224,线路11
20150101,15,2923,线路11
20150101,16,2952,线路11
20150101,17,2879,线路11
20150101,18,2376,线路11
20150101,19,1813,线路11
20150101,20,1823,线路11
20150101,21,1741,线路11
20150102,6,782,线路11
20150103,6,807,线路11
20150102,7,2188,线路11
20150103,7,2228,线路11
20150102,8,3617,线路11
20150103,8,3695,线路11
20150102,9,3853,线路11
20150103,9,3931,线路11
20150102,10,3274,线路11
20150103,10,3353,线路11
20150102,11,2811,线路11
20150103,11,2984,线路11
20150102,12,2684,线路11
20150103,12,2749,线路11
20150102,13,2977,线路11
20150103,13,3040,线路11
20150102,14,3014,线路11
20150103,14,3070,线路11
20150102,15,2731,线路11
20150103,15,2787,线路11
20150102,16,2880,线路11
20150103,16,2949,线路11
20150102,17,3157,线路11
20150103,17,3260,线路11
20150102,18,2822,线路11
20150103,18,2936,线路11
20150102,19,2013,线路11
20150103,19,2083,线路11
20150102,20,1800,线路11
20150103,20,1850,线路11
20150102,21,1625,线路11
20150103,21,1653,线路11
20150104,6,1536,线路11
20150105,6,1707,线路11
20150106,6,1678,线路11
20150107,6,1429,线路11
20150104,7,4370,线路11
20150105,7,4520,线路11
20150106,7,4587,线路11
20150107,7,4246,线路11
20150104,8,5069,线路11
20150105,8,5346,线路11
20150106,8,5499,线路11
20150107,8,5221,线路11
20150104,9,3722,线路11
20150105,9,3726,线路11
20150106,9,3794,线路11
20150107,9,3725,线路11
20150104,10,3158,线路11
20150105,10,2808,线路11
20150106,10,2886,线路11
20150107,10,2856,线路11
20150104,11,2457,线路11
20150105,11,2125,线路11
20150106,11,2146,线路11
20150107,11,2084,线路11
20150104,12,1936,线路11
20150105,12,1760,线路11
20150106,12,1821,线路11
20150107,12,1668,线路11
20150104,13,2245,线路11
20150105,13,2052,线路11
20150106,13,2126,线路11
20150107,13,1993,线路11
20150104,14,2377,线路11
20150105,14,2160,线路11
20150106,14,2232,线路11
20150107,14,2123,线路11
20150104,15,2577,线路11
20150105,15,2409,线路11
20150106,15,2422,线路11
20150107,15,2351,线路11
20150104,16,3056,线路11
20150105,16,2936,线路11
20150106,16,2933,线路11
20150107,16,2835,线路11
20150104,17,4021,线路11
20150105,17,3930,线路11
20150106,17,3972,线路11
20150107,17,3810,线路11
20150104,18,3910,线路11
20150105,18,3902,线路11
20150106,18,3940,线路11
20150107,18,3770,线路11
20150104,19,2198,线路11
20150105,19,1975,线路11
20150106,19,2082,线路11
20150107,19,1930,线路11
20150104,20,1641,线路11
20150105,20,1456,线路11
20150106,20,1494,线路11
20150107,20,1383,线路11
20150104,21,1542,线路11
20150105,21,1330,线路11
20150106,21,1397,线路11
20150107,21,1327,线路11
